"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 08 06:55:24 GMT 2024","Fri Mar 08 06:55:35 GMT 2024","10885","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"broken","Fri Mar 08 06:53:51 GMT 2024","Fri Mar 08 06:54:51 GMT 2024","60002","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","测试用例简要描述: {
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}"
"failed","Fri Mar 08 06:55:02 GMT 2024","Fri Mar 08 06:55:13 GMT 2024","10782","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:55:13 GMT 2024","Fri Mar 08 06:55:24 GMT 2024","10847","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:54:51 GMT 2024","Fri Mar 08 06:55:02 GMT 2024","10755","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:56:08 GMT 2024","Fri Mar 08 06:56:19 GMT 2024","11179","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:53:01 GMT 2024","Fri Mar 08 06:53:51 GMT 2024","50196","testcase","test_arceos","","","","测试ArceOS 代码扫描 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:56:19 GMT 2024","Fri Mar 08 06:56:30 GMT 2024","10892","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:55:57 GMT 2024","Fri Mar 08 06:56:08 GMT 2024","10938","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
"failed","Fri Mar 08 06:55:46 GMT 2024","Fri Mar 08 06:55:57 GMT 2024","11011","testcase","test_arceos","","","","测试ArceOS 宏内核 基本功能","码仓提交信息===>{
""测试架构"": ""riscv64"",
""文件系统"": ""fat32"",
""提交者"": ""buhenxihuan"",
""提交ID"": ""c3e0ba39c3c29fb77b01760d30588c696a59ff6e"",
""提交时间"": ""Fri Mar  8 14:50:57 UTC 2024"",
""仓库名"": ""buhenxihuan/Starry"",
""分支名"": ""x86_64"",
""工作目录"": ""/home/runner/work/Starry/Starry""
}
用例结果信息===>测试失败，命令执行失败
"
